gene	TCA	Resp	Ribo	Proteas	Hist	HTH
YIL125W	1	-1	-1	-1	-1	-1
YIL126W	-1	-1	-1	-1	-1	-1
YIL128W	-1	-1	-1	-1	-1	-1
YIL133C	-1	-1	1	-1	-1	-1
YIL134W	-1	-1	-1	-1	-1	-1
YIL136W	-1	-1	-1	-1	-1	-1
YIL138C	-1	-1	-1	-1	-1	-1
YIL139C	-1	-1	-1	-1	-1	-1
YIL140W	-1	-1	-1	-1	-1	-1
YIL142W	-1	-1	-1	-1	-1	-1
YIL143C	-1	-1	-1	-1	-1	-1
YIL146C	-1	-1	-1	-1	-1	-1
YIL148W	-1	-1	1	-1	-1	-1
YIL150C	-1	-1	-1	-1	-1	-1
YIL153W	-1	-1	-1	-1	-1	-1
YIL154C	-1	-1	-1	-1	-1	-1
YIL156W	-1	-1	-1	-1	-1	-1
YIL159W	-1	-1	-1	-1	-1	-1
YIL160C	-1	-1	-1	-1	-1	-1
YIL162W	-1	-1	-1	-1	-1	-1
YIL167W	-1	-1	-1	-1	-1	-1
YIL168W	-1	-1	-1	-1	-1	-1
YIL170W	-1	-1	-1	-1	-1	-1
YIL171W	-1	-1	-1	-1	-1	-1
YIR004W	-1	-1	-1	-1	-1	-1
YIR006C	-1	-1	-1	-1	-1	-1
YIR008C	-1	-1	-1	-1	-1	-1
YIR009W	-1	-1	-1	-1	-1	-1
YIR011C	-1	-1	-1	-1	-1	-1
YIR012W	-1	-1	-1	-1	-1	-1
YIR015W	-1	-1	-1	-1	-1	-1
YIR017C	-1	-1	-1	-1	-1	-1
YIR018W	-1	-1	-1	-1	-1	-1
YIR021W	-1	-1	-1	-1	-1	-1
YIR022W	-1	-1	-1	-1	-1	-1
YIR023W	-1	-1	-1	-1	-1	-1
YIR024C	-1	-1	-1	-1	-1	-1
YIR027C	-1	-1	-1	-1	-1	-1
YIR028W	-1	-1	-1	-1	-1	-1
YIR029W	-1	-1	-1	-1	-1	-1
YIR031C	-1	-1	-1	-1	-1	-1
YIR032C	-1	-1	-1	-1	-1	-1
YIR033W	-1	-1	-1	-1	-1	-1
YIR034C	-1	-1	-1	-1	-1	-1
YIR037W	-1	-1	-1	-1	-1	-1
YIR039C	-1	-1	-1	-1	-1	-1
YJL001W	-1	-1	-1	1	-1	-1
YJL002C	-1	-1	-1	-1	-1	-1
YJL005W	-1	-1	-1	-1	-1	-1
YJL006C	-1	-1	-1	-1	-1	-1
YJL008C	-1	-1	-1	-1	-1	-1
YJL013C	-1	-1	-1	-1	-1	-1
YJL014W	-1	-1	-1	-1	-1	-1
YJL023C	-1	-1	-1	-1	-1	-1
YJL024C	-1	-1	-1	-1	-1	-1
YJL025W	-1	-1	-1	-1	-1	-1
YJL026W	-1	-1	-1	-1	-1	-1
YJL031C	-1	-1	-1	-1	-1	-1
YJL033W	-1	-1	-1	-1	-1	-1
YJL034W	-1	-1	-1	-1	-1	-1
YJL041W	-1	-1	-1	-1	-1	-1
YJL042W	-1	-1	-1	-1	-1	-1
YJL044C	-1	-1	-1	-1	-1	-1
YJL050W	-1	-1	-1	-1	-1	-1
YJL052W	-1	-1	-1	-1	-1	-1
YJL053W	-1	-1	-1	-1	-1	-1
YJL054W	-1	-1	-1	-1	-1	-1
YJL056C	-1	-1	-1	-1	-1	-1
YJL061W	-1	-1	-1	-1	-1	-1
YJL063C	-1	-1	-1	-1	-1	-1
YJL071W	-1	-1	-1	-1	-1	-1
YJL073W	-1	-1	-1	-1	-1	-1
YJL074C	-1	-1	-1	-1	-1	-1
YJL076W	-1	-1	-1	-1	-1	-1
YJL081C	-1	-1	-1	-1	-1	-1
YJL085W	-1	-1	-1	-1	-1	-1
YJL087C	-1	-1	-1	-1	-1	-1
YJL088W	-1	-1	-1	-1	-1	-1
YJL089W	-1	-1	-1	-1	-1	-1
YJL090C	-1	-1	-1	-1	-1	-1
YJL093C	-1	-1	-1	-1	-1	-1
YJL096W	-1	-1	-1	-1	-1	-1
YJL098W	-1	-1	-1	-1	-1	-1
YJL099W	-1	-1	-1	-1	-1	-1
YJL101C	-1	-1	-1	-1	-1	-1
YJL102W	-1	-1	-1	-1	-1	-1
YJL110C	-1	-1	-1	-1	-1	-1
YJL111W	-1	-1	-1	-1	-1	-1
YJL115W	-1	-1	-1	-1	-1	-1
YJL116C	-1	-1	-1	-1	-1	-1
YJL117W	-1	-1	-1	-1	-1	-1
YJL121C	-1	-1	-1	-1	-1	-1
YJL125C	-1	-1	-1	-1	-1	-1
YJL127C	-1	-1	-1	-1	-1	-1
YJL129C	-1	-1	-1	-1	-1	-1
YJL130C	-1	-1	-1	-1	-1	-1
YJL133W	-1	-1	-1	-1	-1	-1
YJL134W	-1	-1	-1	-1	-1	-1
YJL136C	-1	-1	1	-1	-1	-1
YJL138C	-1	-1	-1	-1	-1	-1
YJL139C	-1	-1	-1	-1	-1	-1
YJL140W	-1	-1	-1	-1	-1	-1
YJL143W	-1	-1	-1	-1	-1	-1
YJL148W	-1	-1	-1	-1	-1	-1
YJL154C	-1	-1	-1	-1	-1	-1
YJL157C	-1	-1	-1	-1	-1	-1
YJL159W	-1	-1	-1	-1	-1	-1
YJL165C	-1	-1	-1	-1	-1	-1
YJL166W	-1	1	-1	-1	-1	-1
YJL167W	-1	-1	-1	-1	-1	-1
YJL168C	-1	-1	-1	-1	-1	-1
YJL172W	-1	-1	-1	-1	-1	-1
YJL173C	-1	-1	-1	-1	-1	-1
YJL174W	-1	-1	-1	-1	-1	-1
YJL176C	-1	-1	-1	-1	-1	-1
YJL177W	-1	-1	1	-1	-1	-1
YJL179W	-1	-1	-1	-1	-1	-1
YJL180C	-1	-1	-1	-1	-1	-1
YJL187C	-1	-1	-1	-1	-1	-1
YJL189W	-1	-1	1	-1	-1	-1
YJL190C	-1	-1	1	-1	-1	-1
YJL191W	-1	-1	1	-1	-1	-1
YJL194W	-1	-1	-1	-1	-1	-1
YJL196C	-1	-1	-1	-1	-1	-1
YJL197W	-1	-1	-1	-1	-1	-1
YJL201W	-1	-1	-1	-1	-1	-1
YJL203W	-1	-1	-1	-1	-1	-1
YJL206C	-1	-1	-1	-1	-1	-1
YJL208C	-1	-1	-1	-1	-1	-1
YJL209W	-1	-1	-1	-1	-1	-1
YJL210W	-1	-1	-1	-1	-1	-1
YJL214W	-1	-1	-1	-1	-1	-1
YJL219W	-1	-1	-1	-1	-1	-1
YJR002W	-1	-1	-1	-1	-1	-1
YJR004C	-1	-1	-1	-1	-1	-1
YJR005W	-1	-1	-1	-1	-1	-1
YJR006W	-1	-1	-1	-1	-1	-1
YJR007W	-1	-1	-1	-1	-1	-1
YJR009C	-1	-1	-1	-1	-1	-1
YJR010W	-1	-1	-1	-1	-1	-1
YJR016C	-1	-1	-1	-1	-1	-1
YJR017C	-1	-1	-1	-1	-1	-1
YJR019C	-1	-1	-1	-1	-1	-1
YJR022W	-1	-1	-1	-1	-1	-1
YJR025C	-1	-1	-1	-1	-1	-1
YJR028W	-1	-1	-1	-1	-1	-1
YJR031C	-1	-1	-1	-1	-1	-1
YJR032W	-1	-1	-1	-1	-1	-1
YJR034W	-1	-1	-1	-1	-1	-1
YJR035W	-1	-1	-1	-1	-1	-1
YJR040W	-1	-1	-1	-1	-1	-1
YJR042W	-1	-1	-1	-1	-1	-1
YJR043C	-1	-1	-1	-1	-1	-1
YJR045C	-1	-1	-1	-1	-1	-1
YJR047C	-1	-1	-1	-1	-1	-1
YJR048W	-1	-1	-1	-1	-1	-1
YJR052W	-1	-1	-1	-1	-1	-1
YJR057W	-1	-1	-1	-1	-1	-1
YJR058C	-1	-1	-1	-1	-1	-1
YJR059W	-1	-1	-1	-1	-1	-1
YJR062C	-1	-1	-1	-1	-1	-1
YJR063W	-1	-1	-1	-1	-1	-1
YJR064W	-1	-1	-1	-1	-1	-1
YJR065C	-1	-1	-1	-1	-1	-1
YJR068W	-1	-1	-1	-1	-1	-1
YJR069C	-1	-1	-1	-1	-1	-1
YJR073C	-1	-1	-1	-1	-1	-1
YJR075W	-1	-1	-1	-1	-1	-1
YJR076C	-1	-1	-1	-1	-1	-1
YJR077C	-1	-1	-1	-1	-1	-1
YJR090C	-1	-1	-1	-1	-1	-1
YJR092W	-1	-1	-1	-1	-1	-1
YJR093C	-1	-1	-1	-1	-1	-1
YJR094C	-1	-1	-1	-1	-1	-1
YJR095W	-1	-1	-1	-1	-1	-1
YJR099W	-1	-1	-1	-1	-1	-1
YJR103W	-1	-1	-1	-1	-1	-1
YJR104C	-1	-1	-1	-1	-1	-1
YJR106W	-1	-1	-1	-1	-1	-1
YJR113C	-1	-1	-1	-1	-1	-1
YJR117W	-1	-1	-1	-1	-1	-1
YJR121W	-1	1	-1	-1	-1	-1
YJR122W	-1	-1	-1	-1	-1	-1
YJR123W	-1	-1	1	-1	-1	-1
YJR131W	-1	-1	-1	-1	-1	-1
YJR137C	-1	-1	-1	-1	-1	-1
YJR139C	-1	-1	-1	-1	-1	-1
YJR140C	-1	-1	-1	-1	-1	-1
YJR143C	-1	-1	-1	-1	-1	-1
YJR144W	-1	-1	-1	-1	-1	-1
YJR145C	-1	-1	1	-1	-1	-1
YJR147W	-1	-1	-1	-1	-1	1
YJR148W	-1	-1	-1	-1	-1	-1
YJR152W	-1	-1	-1	-1	-1	-1
YJR156C	-1	-1	-1	-1	-1	-1
YJR158W	-1	-1	-1	-1	-1	-1
YJR159W	-1	-1	-1	-1	-1	-1
YKL001C	-1	-1	-1	-1	-1	-1
YKL003C	-1	-1	-1	-1	-1	-1
YKL004W	-1	-1	-1	-1	-1	-1
YKL006W	-1	-1	1	-1	-1	-1
YKL007W	-1	-1	-1	-1	-1	-1
YKL009W	-1	-1	-1	-1	-1	-1
YKL010C	-1	-1	-1	-1	-1	-1
YKL011C	-1	-1	-1	-1	-1	-1
YKL012W	-1	-1	-1	-1	-1	-1
YKL013C	-1	-1	-1	-1	-1	-1
YKL015W	-1	-1	-1	-1	-1	-1
YKL016C	-1	1	-1	-1	-1	-1
YKL017C	-1	-1	-1	-1	-1	-1
YKL019W	-1	-1	-1	-1	-1	-1
YKL020C	-1	-1	-1	-1	-1	-1
YKL021C	-1	-1	-1	-1	-1	-1
YKL022C	-1	-1	-1	-1	-1	-1
YKL024C	-1	-1	-1	-1	-1	-1
YKL025C	-1	-1	-1	-1	-1	-1
YKL028W	-1	-1	-1	-1	-1	-1
YKL032C	-1	-1	-1	-1	-1	-1
YKL035W	-1	-1	-1	-1	-1	-1
YKL038W	-1	-1	-1	-1	-1	-1
YKL041W	-1	-1	-1	-1	-1	-1
YKL042W	-1	-1	-1	-1	-1	-1
YKL043W	-1	-1	-1	-1	-1	-1
YKL045W	-1	-1	-1	-1	-1	-1
YKL048C	-1	-1	-1	-1	-1	-1
YKL049C	-1	-1	-1	-1	1	-1
YKL057C	-1	-1	-1	-1	-1	-1
YKL058W	-1	-1	-1	-1	-1	-1
YKL060C	-1	-1	-1	-1	-1	-1
YKL062W	-1	-1	-1	-1	-1	-1
YKL064W	-1	-1	-1	-1	-1	-1
YKL067W	-1	-1	-1	-1	-1	-1
YKL068W	-1	-1	-1	-1	-1	-1
YKL073W	-1	-1	-1	-1	-1	-1
YKL074C	-1	-1	-1	-1	-1	-1
YKL079W	-1	-1	-1	-1	-1	-1
YKL080W	-1	-1	-1	-1	-1	-1
YKL081W	-1	-1	-1	-1	-1	-1
YKL085W	1	-1	-1	-1	-1	-1
YKL087C	-1	-1	-1	-1	-1	-1
YKL092C	-1	-1	-1	-1	-1	-1
YKL093W	-1	-1	-1	-1	-1	-1
YKL096W	-1	-1	-1	-1	-1	-1
YKL101W	-1	-1	-1	-1	-1	-1
YKL103C	-1	-1	-1	-1	-1	-1
YKL104C	-1	-1	-1	-1	-1	-1
YKL106W	-1	-1	-1	-1	-1	-1
YKL109W	-1	-1	-1	-1	-1	-1
YKL110C	-1	-1	-1	-1	-1	-1
YKL112W	-1	-1	-1	-1	-1	-1
YKL113C	-1	-1	-1	-1	-1	-1
YKL114C	-1	-1	-1	-1	-1	-1
YKL117W	-1	-1	-1	-1	-1	-1
YKL119C	-1	-1	-1	-1	-1	-1
YKL122C	-1	-1	-1	-1	-1	-1
YKL125W	-1	-1	-1	-1	-1	-1
YKL127W	-1	-1	-1	-1	-1	-1
YKL129C	-1	-1	-1	-1	-1	-1
YKL130C	-1	-1	-1	-1	-1	-1
YKL134C	-1	-1	-1	-1	-1	-1
YKL135C	-1	-1	-1	-1	-1	-1
YKL138C	-1	-1	-1	-1	-1	-1
YKL139W	-1	-1	-1	-1	-1	-1
YKL141W	-1	1	-1	-1	-1	-1
YKL142W	-1	-1	-1	-1	-1	-1
YKL144C	-1	-1	-1	-1	-1	-1
YKL145W	-1	-1	-1	1	-1	-1
YKL148C	1	1	-1	-1	-1	-1
YKL149C	-1	-1	-1	-1	-1	-1
YKL150W	-1	-1	-1	-1	-1	-1
YKL152C	-1	-1	-1	-1	-1	-1
YKL156W	-1	-1	1	-1	-1	-1
YKL157W	-1	-1	-1	-1	-1	-1
YKL167C	-1	-1	-1	-1	-1	-1
YKL170W	-1	-1	-1	-1	-1	-1
YKL173W	-1	-1	-1	-1	-1	-1
YKL180W	-1	-1	1	-1	-1	-1
YKL181W	-1	-1	-1	-1	-1	-1
YKL182W	-1	-1	-1	-1	-1	-1
YKL184W	-1	-1	-1	-1	-1	-1
YKL185W	-1	-1	-1	-1	-1	-1
YKL186C	-1	-1	-1	-1	-1	-1
YKL188C	-1	-1	-1	-1	-1	-1
YKL191W	-1	-1	-1	-1	-1	-1
YKL192C	-1	-1	-1	-1	-1	-1
YKL193C	-1	-1	-1	-1	-1	-1
YKL194C	-1	-1	-1	-1	-1	-1
YKL196C	-1	-1	-1	-1	-1	-1
YKL197C	-1	-1	-1	-1	-1	-1
YKL198C	-1	-1	-1	-1	-1	-1
YKL200C	-1	-1	-1	-1	-1	-1
YKL201C	-1	-1	-1	-1	-1	-1
YKL205W	-1	-1	-1	-1	-1	-1
YKL208W	-1	-1	-1	-1	-1	-1
YKL210W	-1	-1	-1	-1	-1	-1
YKL211C	-1	-1	-1	-1	-1	-1
YKL212W	-1	-1	-1	-1	-1	-1
YKL213C	-1	-1	-1	-1	-1	-1
YKL216W	-1	-1	-1	-1	-1	-1
YKL217W	-1	-1	-1	-1	-1	-1
YKR001C	-1	-1	-1	-1	-1	-1
YKR002W	-1	-1	-1	-1	-1	-1
YKR004C	-1	-1	-1	-1	-1	-1
YKR006C	-1	-1	-1	-1	-1	-1
YKR008W	-1	-1	-1	-1	-1	-1
YKR009C	-1	-1	-1	-1	-1	-1
YKR010C	-1	-1	-1	-1	-1	-1
YKR014C	-1	-1	-1	-1	-1	-1
YKR019C	-1	-1	-1	-1	-1	-1
YKR024C	-1	-1	-1	-1	-1	-1
YKR026C	-1	-1	-1	-1	-1	-1
YKR028W	-1	-1	-1	-1	-1	-1
YKR034W	-1	-1	-1	-1	-1	-1
YKR036C	-1	-1	-1	-1	-1	-1
YKR039W	-1	-1	-1	-1	-1	-1
YKR042W	-1	-1	-1	-1	-1	-1
YKR048C	-1	-1	-1	-1	-1	-1
YKR050W	-1	-1	-1	-1	-1	-1
YKR052C	-1	-1	-1	-1	-1	-1
YKR053C	-1	-1	-1	-1	-1	-1
YKR054C	-1	-1	-1	-1	-1	-1
YKR057W	-1	-1	1	-1	-1	-1
YKR059W	-1	-1	-1	-1	-1	-1
YKR061W	-1	-1	-1	-1	-1	-1
YKR062W	-1	-1	-1	-1	-1	-1
YKR063C	-1	-1	-1	-1	-1	-1
YKR066C	-1	-1	-1	-1	-1	-1
YKR068C	-1	-1	-1	-1	-1	-1
YKR069W	-1	-1	-1	-1	-1	-1
YKR072C	-1	-1	-1	-1	-1	-1
YKR076W	-1	-1	-1	-1	-1	-1
YKR080W	-1	-1	-1	-1	-1	-1
YKR082W	-1	-1	-1	-1	-1	-1
YKR085C	-1	-1	-1	-1	-1	-1
YKR086W	-1	-1	-1	-1	-1	-1
YKR092C	-1	-1	-1	-1	-1	-1
YKR093W	-1	-1	-1	-1	-1	-1
YKR094C	-1	-1	1	-1	-1	-1
YKR095W	-1	-1	-1	-1	-1	-1
YKR097W	-1	-1	-1	-1	-1	-1
YKR098C	-1	-1	-1	-1	-1	-1
YKR099W	-1	-1	-1	-1	-1	1
YKR101W	-1	-1	-1	-1	-1	-1
YLL001W	-1	-1	-1	-1	-1	-1
YLL002W	-1	-1	-1	-1	-1	-1
YLL004W	-1	-1	-1	-1	-1	-1
YLL006W	-1	-1	-1	-1	-1	-1
YLL008W	-1	-1	-1	-1	-1	-1
YLL009C	-1	-1	-1	-1	-1	-1
YLL011W	-1	-1	-1	-1	-1	-1
YLL018C	-1	-1	-1	-1	-1	-1
YLL021W	-1	-1	-1	-1	-1	-1
YLL022C	-1	-1	-1	-1	-1	-1
YLL024C	-1	-1	-1	-1	-1	-1
YLL026W	-1	-1	-1	-1	-1	-1
YLL036C	-1	-1	-1	-1	-1	-1
YLL039C	-1	-1	-1	-1	-1	-1
YLL040C	-1	-1	-1	-1	-1	-1
YLL041C	1	1	-1	-1	-1	-1
YLL043W	-1	-1	-1	-1	-1	-1
YLL045C	-1	-1	1	-1	-1	-1
YLL048C	-1	-1	-1	-1	-1	-1
YLL050C	-1	-1	-1	-1	-1	-1
YLR005W	-1	-1	-1	-1	-1	-1
YLR009W	-1	-1	-1	-1	-1	-1
YLR014C	-1	-1	-1	-1	-1	-1
YLR017W	-1	-1	-1	-1	-1	-1
YLR025W	-1	-1	-1	-1	-1	-1
YLR026C	-1	-1	-1	-1	-1	-1
YLR027C	-1	-1	-1	-1	-1	-1
YLR028C	-1	-1	-1	-1	-1	-1
YLR029C	-1	-1	1	-1	-1	-1
YLR032W	-1	-1	-1	-1	-1	-1
YLR038C	-1	1	-1	-1	-1	-1
YLR039C	-1	-1	-1	-1	-1	-1
YLR043C	-1	-1	-1	-1	-1	-1
YLR044C	-1	-1	-1	-1	-1	-1
YLR045C	-1	-1	-1	-1	-1	-1
YLR048W	-1	-1	1	-1	-1	-1
YLR055C	-1	-1	-1	-1	-1	-1
YLR056W	-1	-1	-1	-1	-1	-1
YLR060W	-1	-1	-1	-1	-1	-1
YLR061W	-1	-1	1	-1	-1	-1
YLR066W	-1	-1	-1	-1	-1	-1
YLR067C	-1	-1	-1	-1	-1	-1
YLR069C	-1	-1	-1	-1	-1	-1
YLR071C	-1	-1	-1	-1	-1	-1
YLR075W	-1	-1	-1	-1	-1	-1
YLR078C	-1	-1	-1	-1	-1	-1
YLR079W	-1	-1	-1	-1	-1	-1
YLR081W	-1	-1	-1	-1	-1	-1
YLR083C	-1	-1	-1	-1	-1	-1
YLR085C	-1	-1	-1	-1	-1	-1
YLR088W	-1	-1	-1	-1	-1	-1
YLR092W	-1	-1	-1	-1	-1	-1
YLR093C	-1	-1	-1	-1	-1	-1
YLR098C	-1	-1	-1	-1	-1	-1
YLR102C	-1	-1	-1	-1	-1	-1
YLR103C	-1	-1	-1	-1	-1	-1
YLR105C	-1	-1	-1	-1	-1	-1
YLR115W	-1	-1	-1	-1	-1	-1
YLR116W	-1	-1	-1	-1	-1	-1
YLR119W	-1	-1	-1	-1	-1	-1
YLR120C	-1	-1	-1	-1	-1	-1
YLR121C	-1	-1	-1	-1	-1	-1
YLR130C	-1	-1	-1	-1	-1	-1
YLR131C	-1	-1	-1	-1	-1	-1
YLR134W	-1	-1	-1	-1	-1	-1
YLR138W	-1	-1	-1	-1	-1	-1
YLR139C	-1	-1	-1	-1	-1	-1
YLR141W	-1	-1	-1	-1	-1	-1
YLR142W	-1	-1	-1	-1	-1	-1
YLR144C	-1	-1	-1	-1	-1	-1
YLR146C	-1	-1	-1	-1	-1	-1
YLR147C	-1	-1	-1	-1	-1	-1
YLR148W	-1	-1	-1	-1	-1	-1
YLR153C	-1	-1	-1	-1	-1	-1
YLR155C	-1	-1	-1	-1	-1	-1
YLR157C	-1	-1	-1	-1	-1	-1
YLR158C	-1	-1	-1	-1	-1	-1
YLR160C	-1	-1	-1	-1	-1	-1
YLR163C	-1	-1	-1	-1	-1	-1
YLR166C	-1	-1	-1	-1	-1	-1
YLR167W	-1	-1	1	-1	-1	-1
YLR170C	-1	-1	-1	-1	-1	-1
YLR172C	-1	-1	-1	-1	-1	-1
YLR174W	1	-1	-1	-1	-1	-1
YLR178C	-1	-1	-1	-1	-1	-1
YLR180W	-1	-1	-1	-1	-1	-1
YLR182W	-1	-1	-1	-1	-1	-1
YLR185W	-1	-1	1	-1	-1	-1
YLR188W	-1	-1	-1	-1	-1	-1
YLR191W	-1	-1	-1	-1	-1	-1
YLR195C	-1	-1	-1	-1	-1	-1
YLR197W	-1	-1	-1	-1	-1	-1
YLR200W	-1	-1	-1	-1	-1	-1
YLR203C	-1	-1	-1	-1	-1	-1
YLR207W	-1	-1	-1	-1	-1	-1
YLR208W	-1	-1	-1	-1	-1	-1
YLR210W	-1	-1	-1	-1	-1	-1
YLR212C	-1	-1	-1	-1	-1	-1
YLR216C	-1	-1	-1	-1	-1	-1
YLR220W	-1	-1	-1	-1	-1	-1
YLR223C	-1	-1	-1	-1	-1	-1
YLR233C	-1	-1	-1	-1	-1	-1
YLR234W	-1	-1	-1	-1	-1	-1
YLR237W	-1	-1	-1	-1	-1	-1
YLR240W	-1	-1	-1	-1	-1	-1
YLR244C	-1	-1	-1	-1	-1	-1
YLR249W	-1	-1	-1	-1	-1	-1
YLR250W	-1	-1	-1	-1	-1	-1
YLR256W	-1	-1	-1	-1	-1	-1
YLR259C	-1	-1	-1	-1	-1	-1
YLR260W	-1	-1	-1	-1	-1	-1
YLR262C	-1	-1	-1	-1	-1	-1
YLR264W	-1	-1	1	-1	-1	-1
YLR268W	-1	-1	-1	-1	-1	-1
YLR273C	-1	-1	-1	-1	-1	-1
YLR274W	-1	-1	-1	-1	-1	-1
YLR275W	-1	-1	-1	-1	-1	-1
YLR277C	-1	-1	-1	-1	-1	-1
YLR286C	-1	-1	-1	-1	-1	-1
YLR288C	-1	-1	-1	-1	-1	-1
YLR291C	-1	-1	-1	-1	-1	-1
YLR292C	-1	-1	-1	-1	-1	-1
YLR293C	-1	-1	-1	-1	-1	-1
YLR295C	-1	1	-1	-1	-1	-1
YLR298C	-1	-1	-1	-1	-1	-1
YLR299W	-1	-1	-1	-1	-1	-1
YLR300W	-1	-1	-1	-1	-1	-1
YLR303W	-1	-1	-1	-1	-1	-1
YLR304C	1	-1	-1	-1	-1	-1
YLR306W	-1	-1	-1	-1	-1	-1
YLR309C	-1	-1	-1	-1	-1	-1
YLR313C	-1	-1	-1	-1	-1	-1
YLR314C	-1	-1	-1	-1	-1	-1
YLR318W	-1	-1	-1	-1	-1	-1
YLR319C	-1	-1	-1	-1	-1	-1
YLR321C	-1	-1	-1	-1	-1	-1
YLR325C	-1	-1	1	-1	-1	-1
YLR332W	-1	-1	-1	-1	-1	-1
YLR333C	-1	-1	1	-1	-1	-1
YLR335W	-1	-1	-1	-1	-1	-1
YLR340W	-1	-1	1	-1	-1	-1
YLR342W	-1	-1	-1	-1	-1	-1
YLR344W	-1	-1	1	-1	-1	-1
YLR347C	-1	-1	-1	-1	-1	-1
YLR348C	-1	-1	-1	-1	-1	-1
YLR353W	-1	-1	-1	-1	-1	-1
YLR354C	-1	-1	-1	-1	-1	-1
YLR355C	-1	-1	-1	-1	-1	-1
YLR357W	-1	-1	-1	-1	-1	-1
YLR359W	-1	-1	-1	-1	-1	-1
YLR360W	-1	-1	-1	-1	-1	-1
YLR367W	-1	-1	1	-1	-1	-1
YLR369W	-1	-1	-1	-1	-1	-1
YLR370C	-1	-1	-1	-1	-1	-1
YLR371W	-1	-1	-1	-1	-1	-1
YLR372W	-1	-1	-1	-1	-1	-1
YLR375W	-1	-1	-1	-1	-1	-1
YLR377C	-1	-1	-1	-1	-1	-1
YLR378C	-1	-1	-1	-1	-1	-1
YLR382C	-1	-1	-1	-1	-1	-1
YLR383W	-1	-1	-1	-1	-1	-1
YLR384C	-1	-1	-1	-1	-1	-1
YLR388W	-1	-1	1	-1	-1	-1
YLR390W	-1	-1	-1	-1	-1	-1
YLR393W	-1	-1	-1	-1	-1	-1
YLR395C	-1	1	-1	-1	-1	-1
YLR396C	-1	-1	-1	-1	-1	-1
YLR398C	-1	-1	-1	-1	-1	-1
YLR406C	-1	-1	1	-1	-1	-1
YLR411W	-1	-1	-1	-1	-1	-1
YLR417W	-1	-1	-1	-1	-1	-1
YLR418C	-1	-1	-1	-1	-1	-1
YLR420W	-1	-1	-1	-1	-1	-1
YLR429W	-1	-1	-1	-1	-1	-1
YLR430W	-1	-1	-1	-1	-1	-1
YLR436C	-1	-1	-1	-1	-1	-1
YLR438W	-1	-1	-1	-1	-1	-1
YLR439W	-1	-1	-1	-1	-1	-1
YLR441C	-1	-1	1	-1	-1	-1
YLR442C	-1	-1	-1	-1	-1	-1
YLR443W	-1	-1	-1	-1	-1	-1
YLR447C	-1	-1	-1	-1	-1	-1
YLR448W	-1	-1	1	-1	-1	-1
YLR449W	-1	-1	-1	-1	-1	-1
YLR450W	-1	-1	-1	-1	-1	-1
YLR451W	-1	-1	-1	-1	-1	-1
YLR452C	-1	-1	-1	-1	-1	-1
YLR453C	-1	-1	-1	-1	-1	-1
YML004C	-1	-1	-1	-1	-1	-1
YML007W	-1	-1	-1	-1	-1	-1
YML008C	-1	-1	-1	-1	-1	-1
YML010W	-1	-1	-1	-1	-1	-1
YML012W	-1	-1	-1	-1	-1	-1
YML015C	-1	-1	-1	-1	-1	-1
YML016C	-1	-1	-1	-1	-1	-1
YML019W	-1	-1	-1	-1	-1	-1
YML022W	-1	-1	-1	-1	-1	-1
YML028W	-1	-1	-1	-1	-1	-1
YML031W	-1	-1	-1	-1	-1	-1
YML032C	-1	-1	-1	-1	-1	-1
YML035C	-1	-1	-1	-1	-1	-1
YML042W	-1	-1	-1	-1	-1	-1
YML043C	-1	-1	-1	-1	-1	-1
YML046W	-1	-1	-1	-1	-1	-1
YML048W	-1	-1	-1	-1	-1	-1
YML049C	-1	-1	-1	-1	-1	-1
YML051W	-1	-1	-1	-1	-1	-1
YML055W	-1	-1	-1	-1	-1	-1
YML060W	-1	-1	-1	-1	-1	-1
YML061C	-1	-1	-1	-1	-1	-1
YML062C	-1	-1	-1	-1	-1	-1
YML063W	-1	-1	1	-1	-1	-1
YML064C	-1	-1	-1	-1	-1	-1
YML065W	-1	-1	-1	-1	-1	-1
YML069W	-1	-1	-1	-1	-1	-1
YML070W	-1	-1	-1	-1	-1	-1
YML074C	-1	-1	-1	-1	-1	-1
YML075C	-1	-1	-1	-1	-1	-1
YML078W	-1	-1	-1	-1	-1	-1
YML091C	-1	-1	-1	-1	-1	-1
YML092C	-1	-1	-1	1	-1	-1
YML095C	-1	-1	-1	-1	-1	-1
YML097C	-1	-1	-1	-1	-1	-1
YML098W	-1	-1	-1	-1	-1	-1
YML099C	-1	-1	-1	-1	-1	-1
YML102W	-1	-1	-1	-1	-1	-1
YML103C	-1	-1	-1	-1	-1	-1
YML104C	-1	-1	-1	-1	-1	-1
YML105C	-1	-1	-1	-1	-1	-1
YML106W	-1	-1	-1	-1	-1	-1
YML109W	-1	-1	-1	-1	-1	-1
YML110C	-1	-1	-1	-1	-1	-1
YML112W	-1	-1	-1	-1	-1	-1
YML113W	-1	-1	-1	-1	-1	-1
YML115C	-1	-1	-1	-1	-1	-1
YML116W	-1	-1	-1	-1	-1	-1
YML120C	-1	-1	-1	-1	-1	-1
YML121W	-1	-1	-1	-1	-1	-1
YML123C	-1	-1	-1	-1	-1	-1
YML126C	-1	-1	-1	-1	-1	-1
YML129C	-1	-1	-1	-1	-1	-1
YML130C	-1	-1	-1	-1	-1	-1
YMR001C	-1	-1	-1	-1	-1	-1
